Item,Smu1.Time[1][1],Smu1.V[1][1],Smu1.I[1][1],
1,0,-1,-0,0384770631790161,
2,0,12050838,-0,998,-0,0384316593408585,
3,0,24094622,-0,996,-0,0384645909070969,
4,0,3613867,-0,994,-0,0384341776371002,
5,0,48185534,-0,992,-0,0384421646595001,
6,0,60228226,-0,99,-0,0384425073862076,
7,0,72273656,-0,988,-0,0384323447942734,
8,0,84316484,-0,986,-0,0384559631347656,
9,0,96363056,-0,984,-0,0384228378534317,
10,1,08406202,-0,982,-0,0384542495012283,
11,1,20451044,-0,98,-0,0384323447942734,
12,1,32495976,-0,978,-0,0384406298398972,
13,1,44541504,-0,976,-0,0384461730718613,
14,1,56584528,-0,974,-0,0384222418069839,
15,1,68629026,-0,972,-0,0384527593851089,
16,1,80674002,-0,97,-0,0384257435798645,
17,1,92717884,-0,968,-0,038435623049736,
18,2,04764518,-0,966,-0,0384266525506973,
19,2,16807778,-0,964,-0,0384253710508347,
20,2,28854092,-0,962,-0,0384297966957092,
21,2,40896602,-0,96,-0,0384081304073334,
22,2,52943596,-0,958,-0,0384343862533569,
23,2,64987232,-0,956,-0,0384088158607483,
24,2,77031914,-0,954,-0,0384244918823242,
25,2,89075862,-0,952,-0,0384195446968079,
26,3,01121044,-0,95,-0,0384191274642944,
27,3,13166348,-0,948,-0,0384248197078705,
28,3,25212494,-0,946,-0,038419783115387,
29,3,37255808,-0,944,-0,038439929485321,
30,3,49301384,-0,942,-0,038417786359787,
31,3,61346546,-0,94,-0,0384271591901779,
32,3,73390062,-0,938,-0,0384230017662048,
33,3,85435174,-0,936,-0,0384134203195572,
34,3,97477318,-0,934,-0,0384215265512466,
35,4,0952229,-0,932,-0,0383995622396469,
36,4,21566256,-0,93,-0,0384115725755692,
37,4,33610876,-0,928,-0,0383948236703873,
38,4,45654624,-0,926,-0,0384041219949722,
39,4,57699788,-0,924,-0,0383983701467514,
40,4,69743868,-0,922,-0,0383879542350769,
41,4,81789122,-0,92,-0,0384011268615723,
42,4,93833416,-0,918,-0,0383839756250381,
43,5,05878934,-0,916,-0,0383950024843216,
44,5,1792288,-0,914,-0,0383898317813873,
45,5,29968448,-0,912,-0,0383899956941605,
46,5,42013826,-0,91,-0,0383913516998291,
47,5,54057864,-0,908,-0,0383861660957336,
48,5,66102488,-0,906,-0,038399413228035,
49,5,7814754,-0,904,-0,0383929908275604,
50,5,90192846,-0,902,-0,0384028702974319,
51,6,02237904,-0,9,-0,038394570350647,
52,6,14284526,-0,898,-0,0384004414081573,
53,6,26327882,-0,896,-0,038397878408432,
54,6,3837471,-0,894,-0,0383852273225784,
55,6,5041835,-0,892,-0,0383996218442917,
56,6,62463814,-0,89,-0,0383846908807755,
57,6,74508772,-0,888,-0,0383945405483246,
58,6,8655312,-0,886,-0,0383885204792023,
59,6,98598844,-0,884,-0,0383781641721725,
60,7,10643368,-0,882,-0,0383913964033127,
61,7,22688368,-0,88,-0,0383815169334412,
62,7,34731992,-0,878,-0,038384810090065,
63,7,46777992,-0,876,-0,0383703708648682,
64,7,58819978,-0,874,-0,0383667647838593,
65,7,70865846,-0,872,-0,0383685678243637,
66,7,82909032,-0,87,-0,0383613258600235,
67,7,94953672,-0,868,-0,0383740961551666,
68,8,06999014,-0,866,-0,0383589714765549,
69,8,19044766,-0,864,-0,0383735746145248,
70,8,310886,-0,862,-0,0383685231208801,
71,8,4313269,-0,86,-0,0383725762367249,
72,8,55176808,-0,858,-0,0383872836828232,
73,8,67221788,-0,856,-0,0383775234222412,
74,8,79268372,-0,854,-0,0383959859609604,
75,8,91312264,-0,852,-0,0383833199739456,
76,9,03357498,-0,85,-0,0384000241756439,
77,9,15401646,-0,848,-0,0383993536233902,
78,9,27447726,-0,846,-0,0384062528610229,
79,9,39490508,-0,844,-0,0384071171283722,
80,9,51536568,-0,842,-0,0383927524089813,
81,9,63580834,-0,84,-0,0384032130241394,
82,9,75625078,-0,838,-0,0383754372596741,
83,9,87668606,-0,836,-0,0383851826190948,
84,9,9971453,-0,834,-0,0383572578430176,
85,10,11757868,-0,832,-0,0383592396974564,
86,10,23802484,-0,83,-0,0383555591106415,
87,10,35847896,-0,828,-0,0383321791887283,
88,10,47892248,-0,826,-0,0383594334125519,
89,10,59937292,-0,824,-0,038338840007782,
90,10,71983348,-0,822,-0,0383678078651428,
91,10,8402729,-0,82,-0,0383564829826355,
92,10,96071816,-0,818,-0,0383603870868683,
93,11,0811732,-0,816,-0,0383761823177338,
94,11,20160572,-0,814,-0,038357600569725,
95,11,32206384,-0,812,-0,0383755266666412,
96,11,4424959,-0,81,-0,0383327156305313,
97,11,56296416,-0,808,-0,0383544415235519,
98,11,68340506,-0,806,-0,0382680296897888,
99,11,80385484,-0,804,-0,0382535308599472,
100,11,92430048,-0,802,-0,038144513964653,
101,12,04472878,-0,8,-0,0380673855543137,
102,12,16517026,-0,798,-0,0380503982305527,
103,12,28561944,-0,796,-0,037987694144249,
104,12,4060714,-0,794,-0,0379929542541504,
105,12,52651814,-0,792,-0,0379491150379181,
106,12,64695872,-0,79,-0,0379437059164047,
107,12,76739968,-0,788,-0,0379139333963394,
108,12,88784602,-0,786,-0,0378977954387665,
109,13,00828022,-0,784,-0,0378845632076263,
110,13,1287316,-0,782,-0,037865549325943,
111,13,24917056,-0,78,-0,0378726273775101,
112,13,36961156,-0,778,-0,0378391593694687,
113,13,49006188,-0,776,-0,037841260433197,
114,13,61049034,-0,774,-0,0370691567659378,
115,13,73095448,-0,772,-0,0361983627080917,
116,13,85139508,-0,77,-0,0357345193624496,
117,13,97184804,-0,768,-0,0355919301509857,
118,14,09228422,-0,766,-0,0354147702455521,
119,14,21273824,-0,764,-0,0355037748813629,
120,14,33318302,-0,762,-0,0354420691728592,
121,14,4536251,-0,76,-0,035418838262558,
122,14,5740634,-0,758,-0,0354000926017761,
123,14,69451358,-0,756,-0,0353164821863174,
124,14,81495552,-0,754,-0,0353851318359375,
125,14,93538062,-0,752,-0,0352834314107895,
126,15,0558363,-0,75,-0,0353051573038101,
127,15,17628526,-0,748,-0,0352574735879898,
128,15,2967462,-0,746,-0,0352743864059448,
129,15,41719638,-0,744,-0,0352416187524796,
130,15,53765764,-0,742,-0,0352640002965927,
131,15,65809452,-0,74,-0,035294383764267,
132,15,77855328,-0,738,-0,0352738052606583,
133,15,8989948,-0,736,-0,0353157222270966,
134,16,01944618,-0,734,-0,0352679342031479,
135,16,1398766,-0,732,-0,0353106409311295,
136,16,26034686,-0,73,-0,0352878570556641,
137,16,3807936,-0,728,-0,0353040546178818,
138,16,5012497,-0,726,-0,035298764705658,
139,16,62168844,-0,724,-0,035276010632515,
140,16,74214,-0,722,-0,0352962166070938,
141,16,862593,-0,72,-0,0352573692798615,
142,16,98302654,-0,718,-0,0352884382009506,
143,17,1034773,-0,716,-0,0352440923452377,
144,17,22391278,-0,714,-0,0352673381567001,
